Years,x1_5_hr,rank,Probability,Frequency
"2008-2009",24,1,5.55555555555556,18
"2009-2010",21.66666667,2,11.1111111111111,9
"2015-2016",20,3,16.6666666666667,6
"2018-2019",19.6,4,22.2222222222222,4.5
"2011-2012",18.93333333,5,27.7777777777778,3.6
"2007-2008",18.53333333,6,33.3333333333333,3
"2010-2011",17.66666667,7,38.8888888888889,2.57142857142857
"2019-2020",17.46666667,8,44.4444444444444,2.25
"2014-2015",16.93333333,9,50,2
"2020-2021",16.86666667,10,55.5555555555556,1.8
"2021-2022",16.26666667,11,61.1111111111111,1.63636363636364
"2017-2018",16.2,12,66.6666666666667,1.5
"2013-2014",13.73333333,13,72.2222222222222,1.38461538461538
"2005-2006",12.53333333,14,77.7777777777778,1.28571428571429
"2006-2007",12.2,15,83.3333333333333,1.2
"2012-2013",11.53333333,16,88.8888888888889,1.125
"2016-2017",11.33333333,17,94.4444444444444,1.05882352941176
