Years,x2_5_hr,rank,Probability,Frequency
"2005-2006",13.72,1,4.54545454545455,22
"2009-2010",10.8,2,9.09090909090909,11
"2014-2015",10.8,3,13.6363636363636,7.33333333333333
"2016-2017",10.12,4,18.1818181818182,5.5
"2017-2018",9.16,5,22.7272727272727,4.4
"2002-2003",8.76,6,27.2727272727273,3.66666666666667
"2018-2019",8.6,7,31.8181818181818,3.14285714285714
"2003-2004",8.36,8,36.3636363636364,2.75
"2021-2022",8,9,40.9090909090909,2.44444444444444
"2004-2005",7.96,10,45.4545454545455,2.2
"2011-2012",7.92,11,50,2
"2001-2002",7.92,12,54.5454545454545,1.83333333333333
"2012-2013",7.68,13,59.0909090909091,1.69230769230769
"2013-2014",7.48,14,63.6363636363636,1.57142857142857
"2006-2007",7.36,15,68.1818181818182,1.46666666666667
"2015-2016",7.16,16,72.7272727272727,1.375
"2008-2009",7.12,17,77.2727272727273,1.29411764705882
"2020-2021",6.92,18,81.8181818181818,1.22222222222222
"2010-2011",6.72,19,86.3636363636364,1.15789473684211
"2019-2020",6.48,20,90.9090909090909,1.1
"2007-2008",5.8,21,95.4545454545455,1.04761904761905
