Years,x2_hr,rank,Probability,Frequency
"2014-2015",30.603,1,4.76190476190476,21
"2009-2010",15.55,2,9.52380952380952,10.5
"2015-2016",14.35,3,14.2857142857143,7
"2020-2021",14.35,4,19.047619047619,5.25
"2012-2013",12.85,5,23.8095238095238,4.2
"2013-2014",12.1,6,28.5714285714286,3.5
"2019-2020",11.8,7,33.3333333333333,3
"2016-2017",10.85,8,38.0952380952381,2.625
"2017-2018",10.8,9,42.8571428571429,2.33333333333333
"2002-2003",10.75,10,47.6190476190476,2.1
"2010-2011",10,11,52.3809523809524,1.90909090909091
"2021-2022",9.7,12,57.1428571428571,1.75
"2006-2007",9.6,13,61.9047619047619,1.61538461538462
"2005-2006",9,14,66.6666666666667,1.5
"2018-2019",8.65,15,71.4285714285714,1.4
"2007-2008",8.6,16,76.1904761904762,1.3125
"2011-2012",8.3,17,80.9523809523809,1.23529411764706
"2008-2009",8.15,18,85.7142857142857,1.16666666666667
"2004-2005",7.9,19,90.4761904761905,1.10526315789474
"2003-2004",7.55,20,95.2380952380952,1.05
