Years,x40_min,rank,Probability,Frequency
"2009-2010",41.4,1,4.54545454545455,22
"2001-2002",40.35,2,9.09090909090909,11
"2015-2016",37.2,3,13.6363636363636,7.33333333333333
"2012-2013",34.65,4,18.1818181818182,5.5
"2019-2020",33.15,5,22.7272727272727,4.4
"2018-2019",30.75,6,27.2727272727273,3.66666666666667
"2002-2003",30,7,31.8181818181818,3.14285714285714
"2017-2018",25.5,8,36.3636363636364,2.75
"2004-2005",25.2,9,40.9090909090909,2.44444444444444
"2010-2011",24.3,10,45.4545454545455,2.2
"2020-2021",23.55,11,50,2
"2007-2008",23.25,12,54.5454545454545,1.83333333333333
"2011-2012",22.05,13,59.0909090909091,1.69230769230769
"2014-2015",21.9,14,63.6363636363636,1.57142857142857
"2006-2007",21.75,15,68.1818181818182,1.46666666666667
"2003-2004",19.8,16,72.7272727272727,1.375
"2008-2009",18.15,17,77.2727272727273,1.29411764705882
"2005-2006",17.1,18,81.8181818181818,1.22222222222222
"2021-2022",16.65,19,86.3636363636364,1.15789473684211
"2016-2017",13.8,20,90.9090909090909,1.1
"2013-2014",11.7,21,95.4545454545455,1.04761904761905
