Years,x4_5_hr,rank,Probability,Frequency
"2019-2020",13.6888888888889,1,5.55555555555556,18
"2005-2006",10.9111111111111,2,11.1111111111111,9
"2009-2010",10.6888888888889,3,16.6666666666667,6
"2006-2007",8.51111111111111,4,22.2222222222222,4.5
"2020-2021",8.42222222222222,5,27.7777777777778,3.6
"2018-2019",8.13333333333333,6,33.3333333333333,3
"2012-2013",7.66666666666667,7,38.8888888888889,2.57142857142857
"2017-2018",7.62222222222222,8,44.4444444444444,2.25
"2013-2014",7.08888888888889,9,50,2
"2014-2015",7.08888888888889,10,55.5555555555556,1.8
"2011-2012",6.57777777777778,11,61.1111111111111,1.63636363636364
"2016-2017",6.57777777777778,12,66.6666666666667,1.5
"2021-2022",6.57777777777778,13,72.2222222222222,1.38461538461538
"2008-2009",6.37777777777778,14,77.7777777777778,1.28571428571429
"2010-2011",6.37777777777778,15,83.3333333333333,1.2
"2015-2016",5.88888888888889,16,88.8888888888889,1.125
"2007-2008",5.6,17,94.4444444444444,1.05882352941176
